rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
11,20260605,20260605,20260608,20260609,002251.SZ,步步高,4.86,限价竞价,≤5.09,冲高至5.44附近优先兑现；强势放量再看5.63；弱于4.79止损,冲高至5.44附近优先兑现；强势放量再看5.63；弱于4.79止损,限价竞价,≤5.09,冲高至5.44附近优先兑现；强势放量再看5.63；弱于4.79止损,冲高至5.44附近优先兑现；强势放量再看5.63；弱于4.79止损,0.547528,0.547528,51.4258,51.4258,0.855491,0.855491,62.6948,62.6948,0.547528,51.4258,0.855491,62.6948,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,5.013450707414458,5.262691751625731,5.443200000000001,5.629899609994696,5.909787084608643,0.98829186007614,0.98829186007614,11,16,16,0.1344881610480423,0.0,0.0,,,,,,,,
12,20260605,20260605,20260608,20260609,600973.SH,宝胜股份,7.62,限价竞价,≤7.97,冲高至8.53附近优先兑现；强势放量再看8.83；弱于7.51止损,冲高至8.53附近优先兑现；强势放量再看8.83；弱于7.51止损,限价竞价,≤7.97,冲高至8.53附近优先兑现；强势放量再看8.83；弱于7.51止损,冲高至8.53附近优先兑现；强势放量再看8.83；弱于7.51止损,0.491705,0.491705,49.7512,49.7512,0.855491,0.855491,60.0433,60.0433,0.491705,49.7512,0.855491,60.0433,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,7.860595553600446,8.251380894524294,8.534400000000002,8.827126549004028,9.265962465991329,0.98829186007614,0.98829186007614,12,8,8,0.1091733069301978,0.0,0.0,,,,,,,,
13,20260605,20260605,20260608,20260609,002471.SZ,中超控股,7.95,只观察不追,≤8.03,冲高至8.90附近优先兑现；强势放量再看9.21；弱于7.83止损,冲高至8.90附近优先兑现；强势放量再看9.21；弱于7.83止损,只观察不追,≤8.03,冲高至8.90附近优先兑现；强势放量再看9.21；弱于7.83止损,冲高至8.90附近优先兑现；强势放量再看9.21；弱于7.83止损,0.45226,0.45226,48.5678,48.5678,0.855491,0.855491,58.1696,58.1696,0.45226,48.5678,0.855491,58.1696,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,8.201015046079206,8.608724161609992,8.904000000000002,9.209403683016014,9.667244305069694,0.98829186007614,0.98829186007614,13,12,12,0.0912659760566152,0.0,0.0,,,,,,,,
14,20260605,20260605,20260608,20260609,002194.SZ,武汉凡谷,12.14,只观察不追,≤12.26,冲高至13.60附近优先兑现；强势放量再看14.06；弱于11.96止损,冲高至13.60附近优先兑现；强势放量再看14.06；弱于11.96止损,只观察不追,≤12.26,冲高至13.60附近优先兑现；强势放量再看14.06；弱于11.96止损,冲高至13.60附近优先兑现；强势放量再看14.06；弱于11.96止损,0.445403,0.445403,48.3621,48.3621,0.855491,0.855491,57.8439,57.8439,0.445403,48.3621,0.855491,57.8439,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,12.523311026339819,13.145900795213246,13.596800000000002,14.063164869410617,14.762307655791961,0.98829186007614,0.98829186007614,14,20,20,0.0881318100266159,0.0,0.0,,,,,,,,
15,20260605,20260605,20260608,20260609,002877.SZ,智能自控,8.64,只观察不追,≤8.73,冲高至9.68附近优先兑现；强势放量再看10.01；弱于8.51止损,冲高至9.68附近优先兑现；强势放量再看10.01；弱于8.51止损,只观察不追,≤8.73,冲高至9.68附近优先兑现；强势放量再看10.01；弱于8.51止损,冲高至9.68附近优先兑现；强势放量再看10.01；弱于8.51止损,0.434731,0.434731,48.0419,48.0419,0.855491,0.855491,57.337,57.337,0.434731,48.0419,0.855491,57.337,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,8.912801257625704,9.355896447334633,9.676800000000002,10.008710417768347,10.506288150415367,0.98829186007614,0.98829186007614,15,9,9,0.0832339583614669,0.0,0.0,,,,,,,,
16,20260605,20260605,20260608,20260609,603020.SH,爱普股份,10.67,只观察不追,≤10.78,冲高至11.95附近优先兑现；强势放量再看12.36；弱于10.51止损,冲高至11.95附近优先兑现；强势放量再看12.36；弱于10.51止损,只观察不追,≤10.78,冲高至11.95附近优先兑现；强势放量再看12.36；弱于10.51止损,冲高至11.95附近优先兑现；强势放量再看12.36；弱于10.51止损,0.428309,0.428309,47.8493,47.8493,0.855491,0.855491,57.0319,57.0319,0.428309,47.8493,0.855491,57.0319,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,11.006896923479891,11.554098969104228,11.950400000000002,12.360293999720863,12.97477946353379,0.98829186007614,0.98829186007614,16,18,18,0.0802735209800363,0.0,0.0,,,,,,,,
17,20260605,20260605,20260608,20260609,603578.SH,三星新材,15.51,只观察不追,≤15.67,冲高至17.23附近优先兑现；强势放量再看17.82；弱于15.28止损,冲高至17.23附近优先兑现；强势放量再看17.82；弱于15.28止损,只观察不追,≤15.67,冲高至17.23附近优先兑现；强势放量再看17.82；弱于15.28止损,冲高至17.23附近优先兑现；强势放量再看17.82；弱于15.28止损,0.44924,0.44924,48.4772,48.4772,0.808621,0.808621,56.8545,56.8545,0.44924,48.4772,0.808621,56.8545,,,,,,,,rule_fallback:model_missing,0.0,0.11107125771449161,0.11107125771449161,up,high,1.0,ehx:model_v1,0.023081965700910534,0.07160015944642348,0.10532464695759461,0.13904913446876574,0.18756732821427957,15.872164948186159,16.661241214504866,17.232715207151767,17.82379053202039,18.709890829652494,0.9824192220970376,0.9824192220970376,17,31,31,0.1425463863660314,0.0,0.0,,,,,,,,
18,20260605,20260605,20260608,20260609,603135.SH,中重科技,14.03,只观察不追,≤14.17,冲高至15.71附近优先兑现；强势放量再看16.25；弱于13.82止损,冲高至15.71附近优先兑现；强势放量再看16.25；弱于13.82止损,只观察不追,≤14.17,冲高至15.71附近优先兑现；强势放量再看16.25；弱于13.82止损,冲高至15.71附近优先兑现；强势放量再看16.25；弱于13.82止损,0.394349,0.394349,46.8305,46.8305,0.855491,0.855491,55.4188,55.4188,0.394349,46.8305,0.855491,55.4188,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,14.472986301445442,15.192503143067695,15.713600000000001,16.25257027329744,17.06055818869532,0.98829186007614,0.98829186007614,18,13,13,0.0644070724070943,0.0,0.0,,,,,,,,
19,20260605,20260605,20260608,20260609,002960.SZ,青鸟智控,8.84,只观察不追,≤8.93,冲高至9.90附近优先兑现；强势放量再看10.24；弱于8.71止损,冲高至9.90附近优先兑现；强势放量再看10.24；弱于8.71止损,只观察不追,≤8.93,冲高至9.90附近优先兑现；强势放量再看10.24；弱于8.71止损,冲高至9.90附近优先兑现；强势放量再看10.24；弱于8.71止损,0.389979,0.389979,46.6994,46.6994,0.855491,0.855491,55.2113,55.2113,0.389979,46.6994,0.855491,55.2113,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,9.119116101552224,9.572468124356266,9.9008,10.240393529290762,10.749489265008314,0.98829186007614,0.98829186007614,19,7,7,0.0623341354912273,0.0,0.0,,,,,,,,
20,20260605,20260605,20260608,20260609,300334.SZ,津膜科技,9.01,只观察不追,≤9.10,冲高至10.09附近优先兑现；强势放量再看10.43；弱于8.87止损,冲高至10.09附近优先兑现；强势放量再看10.43；弱于8.87止损,只观察不追,≤9.10,冲高至10.09附近优先兑现；强势放量再看10.43；弱于8.87止损,冲高至10.09附近优先兑现；强势放量再看10.43；弱于8.87止损,0.38034,0.38034,46.4102,46.4102,0.823424,0.823424,53.9518,53.9518,0.38034,46.4102,0.823424,53.9518,,,,,,,,rule_fallback:model_missing,0.0,0.11967507259550621,0.11967507259550621,up,high,1.0,ehx:model_v1,0.030795848205170645,0.07931404195068359,0.11303852946185472,0.14676301697302585,0.19528121071853966,9.291787261326471,9.753723539303039,10.088272404085512,10.43429616278683,10.953031665137848,0.9881132666416301,0.9881132666416301,20,26,26,0.0596474856829635,0.0,0.0,,,,,,,,
21,20260605,20260605,20260608,20260609,603065.SH,宿迁联盛,9.55,只观察不追,≤9.65,冲高至10.70附近优先兑现；强势放量再看11.06；弱于9.41止损,冲高至10.70附近优先兑现；强势放量再看11.06；弱于9.41止损,只观察不追,≤9.65,冲高至10.70附近优先兑现；强势放量再看11.06；弱于9.41止损,冲高至10.70附近优先兑现；强势放量再看11.06；弱于9.41止损,0.358948,0.358948,45.7684,45.7684,0.855491,0.855491,53.7373,53.7373,0.358948,45.7684,0.855491,53.7373,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,9.851533797491374,10.341297577783072,10.696000000000002,11.062868575195338,11.612853221813282,0.98829186007614,0.98829186007614,21,21,21,0.0473472210325893,0.0,0.0,,,,,,,,
22,20260605,20260605,20260608,20260609,000517.SZ,荣安地产,2.12,只观察不追,≤2.14,冲高至2.37附近优先兑现；强势放量再看2.46；弱于2.09止损,冲高至2.37附近优先兑现；强势放量再看2.46；弱于2.09止损,只观察不追,≤2.14,冲高至2.37附近优先兑现；强势放量再看2.46；弱于2.09止损,冲高至2.37附近优先兑现；强势放量再看2.46；弱于2.09止损,0.350528,0.350528,45.5158,45.5158,0.855491,0.855491,53.3373,53.3373,0.350528,45.5158,0.855491,53.3373,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,2.186937345621122,2.295659776429331,2.3744000000000005,2.4558409821376035,2.577931814685252,0.98829186007614,0.98829186007614,22,14,14,0.0431876041782273,0.0,0.0,,,,,,,,
23,20260605,20260605,20260608,20260609,600303.SH,曙光股份,3.47,只观察不追,≤3.50,冲高至3.86附近优先兑现；强势放量再看3.99；弱于3.42止损,冲高至3.86附近优先兑现；强势放量再看3.99；弱于3.42止损,只观察不追,≤3.50,冲高至3.86附近优先兑现；强势放量再看3.99；弱于3.42止损,冲高至3.86附近优先兑现；强势放量再看3.99；弱于3.42止损,0.371681,0.371681,46.1504,46.1504,0.814154,0.814154,53.3087,53.3087,0.371681,46.1504,0.814154,53.3087,,,,,,,,rule_fallback:model_missing,0.0,0.11310958736872767,0.11310958736872767,up,high,1.0,ehx:model_v1,0.02491484743746697,0.07343304118297991,0.10715752869415104,0.14088201620532217,0.189400209950836,3.55754052162988,3.734401762755402,3.8624902681694855,3.9949721587256923,4.193580081800154,0.9839494951988774,0.9839494951988774,23,30,30,0.0941955161165184,0.0,0.0,,,,,,,,
24,20260605,20260605,20260608,20260609,300052.SZ,中青宝,13.03,只观察不追,≤13.16,冲高至14.53附近优先兑现；强势放量再看15.03；弱于12.83止损,冲高至14.53附近优先兑现；强势放量再看15.03；弱于12.83止损,只观察不追,≤13.16,冲高至14.53附近优先兑现；强势放量再看15.03；弱于12.83止损,冲高至14.53附近优先兑现；强势放量再看15.03；弱于12.83止损,0.363757,0.363757,45.9127,45.9127,0.81837,0.81837,53.0377,53.0377,0.363757,45.9127,0.81837,53.0377,,,,,,,,rule_fallback:model_missing,0.0,0.1149439621433366,0.1149439621433366,up,high,1.0,ehx:model_v1,0.02656146422500287,0.07507965797051583,0.10880414548168695,0.14252863299285806,0.1910468267383719,13.38073325294439,14.045949313280666,14.527719826727674,15.026014878491758,15.773025242652874,0.9852254692014183,0.9852254692014183,24,28,28,0.0795231086030643,0.0,0.0,,,,,,,,
25,20260605,20260605,20260608,20260609,000608.SZ,阳光股份,5.52,只观察不追,≤5.58,冲高至5.95附近优先兑现；强势放量再看6.15；弱于5.44止损,冲高至5.95附近优先兑现；强势放量再看6.15；弱于5.44止损,只观察不追,≤5.58,冲高至5.95附近优先兑现；强势放量再看6.15；弱于5.44止损,冲高至5.95附近优先兑现；强势放量再看6.15；弱于5.44止损,0.413104,0.413104,47.3931,47.3931,0.714775,0.714775,52.7918,52.7918,0.413104,47.3931,0.714775,52.7918,,,,,,,,rule_fallback:model_missing,0.0,0.0772900501113489,0.0772900501113489,up,high,1.0,ehx:model_v1,-0.007794006331062392,0.04072418741445056,0.07444867492562168,0.10817316243679281,0.15669135618230662,5.477144310753521,5.749437636643638,5.946641076614646,6.150608516683426,6.456382758557552,0.9317528262614418,0.9317528262614418,25,60,60,0.3251106617690018,0.0,0.0,,,,,,,,
26,20260605,20260605,20260608,20260609,002631.SZ,德尔未来,7.45,放弃,不建议买入,冲高至8.34附近优先兑现；强势放量再看8.63；弱于7.34止损,冲高至8.34附近优先兑现；强势放量再看8.63；弱于7.34止损,放弃,不建议买入,冲高至8.34附近优先兑现；强势放量再看8.63；弱于7.34止损,冲高至8.34附近优先兑现；强势放量再看8.63；弱于7.34止损,0.324165,0.324165,44.7249,44.7249,0.855491,0.855491,52.0851,52.0851,0.324165,44.7249,0.855491,52.0851,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,7.685227936262904,8.067294969055904,8.344000000000001,8.630195904209975,9.059241518587324,0.98829186007614,0.98829186007614,26,23,23,0.029846584354924,0.0,0.0,,,,,,,,
27,20260605,20260605,20260608,20260609,002892.SZ,科力尔,10.88,放弃,不建议买入,冲高至12.19附近优先兑现；强势放量再看12.60；弱于10.72止损,冲高至12.19附近优先兑现；强势放量再看12.60；弱于10.72止损,放弃,不建议买入,冲高至12.19附近优先兑现；强势放量再看12.60；弱于10.72止损,冲高至12.19附近优先兑现；强势放量再看12.60；弱于10.72止损,0.321301,0.321301,44.639,44.639,0.855491,0.855491,51.9491,51.9491,0.321301,44.639,0.855491,51.9491,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,11.223527509602738,11.781499229976944,12.185600000000003,12.6035612668194,13.230140633856388,0.98829186007614,0.98829186007614,27,17,17,0.0283650457674416,0.0,0.0,,,,,,,,
28,20260605,20260605,20260608,20260609,603166.SH,福达股份,13.45,放弃,不建议买入,冲高至15.06附近优先兑现；强势放量再看15.58；弱于13.25止损,冲高至15.06附近优先兑现；强势放量再看15.58；弱于13.25止损,放弃,不建议买入,冲高至15.06附近优先兑现；强势放量再看15.58；弱于13.25止损,冲高至15.06附近优先兑现；强势放量再看15.58；弱于13.25止损,0.314151,0.314151,44.4245,44.4245,0.855491,0.855491,51.6094,51.6094,0.314151,44.4245,0.855491,51.6094,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,13.87467325405853,14.564445279704954,15.064,15.580689249882436,16.355274956375773,0.98829186007614,0.98829186007614,28,19,19,0.0246353274511979,0.0,0.0,,,,,,,,
29,20260605,20260605,20260608,20260609,600881.SH,亚泰集团,1.65,放弃,不建议买入,冲高至1.85附近优先兑现；强势放量再看1.91；弱于1.63止损,冲高至1.85附近优先兑现；强势放量再看1.91；弱于1.63止损,放弃,不建议买入,冲高至1.85附近优先兑现；强势放量再看1.91；弱于1.63止损,冲高至1.85附近优先兑现；强势放量再看1.91；弱于1.63止损,0.305934,0.305934,44.178,44.178,0.855491,0.855491,51.2191,51.2191,0.305934,44.178,0.855491,51.2191,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,1.7020974623937974,1.7867163354284887,1.848,1.9113856700599272,2.0064091953918233,0.98829186007614,0.98829186007614,29,22,22,0.0202914860895794,0.0,0.0,,,,,,,,
