rank,trade_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+2卖出计划,t1_buy_method,t1_max_buy_price,t2_sell_plan,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
96,20260609,20260611,605589.SH,圣泉集团,54.64,限价竞价,≤56.24,冲高至58.54附近优先兑现；强势放量再看60.54；弱于53.82止损,限价竞价,≤56.24,冲高至58.54附近优先兑现；强势放量再看60.54；弱于53.82止损,0.0,0.07130823395884747,0.07130823395884747,up,high,1.0,ehx:model_v1,-0.013362131049273737,0.035156062696239214,0.06888055020741034,0.10260503771858145,0.1511232314640953,53.91474939715084,56.59509258238685,58.53628190351143,60.54405325160172,63.5539687636652,96,96,0.6148728339049846,0.0,0.0,,,,,,,,
97,20260609,20260611,002240.SZ,盛新锂能,46.88,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0710073623901425,0.0710073623901425,up,high,1.0,ehx:model_v1,-0.013643015500841793,0.03487517824467116,0.06859966575584228,0.10232415326701341,0.15084234701252724,46.24475859070956,48.543792248984204,50.20882514884989,51.93096801951092,54.51268856519082,97,97,0.2491633580116597,0.0,0.0,,,,,,,,
98,20260609,20260611,002971.SZ,和远气体,43.59,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06975407108506239,0.06975407108506239,up,high,1.0,ehx:model_v1,-0.014813899307573,0.03370429443793995,0.06742878194911107,0.10115326946028219,0.14967146320579602,42.94902154625568,45.08420938448654,46.63057995859787,48.22999043260152,50.627718839493745,98,98,0.0988651410458236,0.0,0.0,,,,,,,,
99,20260609,20260611,688500.SH,慧辰股份,52.87,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.069746732233142,0.069746732233142,up,high,1.0,ehx:model_v1,-0.014820759647993564,0.03369743409751939,0.06742192160869051,0.10114640911986164,0.14966460286537547,52.09220443513783,54.68194076374666,56.55750973316621,58.497409977407344,61.40557770405153,99,99,0.1220183486776882,0.0,0.0,,,,,,,,
100,20260609,20260611,688783.SH,西安奕材-U,41.33,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,40.60311114309309,42.62167328923414,44.083579847953516,45.59562922419965,47.86239176013182,100,100,0.1177930642215556,0.0,0.0,,,,,,,,
101,20260609,20260611,301222.SZ,浙江恒威,36.43,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,35.78928959455314,37.568535154289854,38.857121070915724,40.18990497550431,42.1879247960707,101,101,0.0799729600817535,0.0,0.0,,,,,,,,
102,20260609,20260611,605100.SH,华丰股份,36.3,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,35.661575961632686,37.43447230581174,38.718459919688186,40.04648780155933,42.037377713350715,102,102,0.0359401002832678,0.0,0.0,,,,,,,,
103,20260609,20260611,688711.SH,宏微科技,35.69,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,35.06230429946751,36.8054081706452,38.06781913315899,39.373530293048276,41.33096447904923,103,103,0.0658484841864888,0.0,0.0,,,,,,,,
104,20260609,20260611,300593.SZ,新雷能,37.64,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,36.97800879327423,38.81635089781691,40.147736401572,41.524787902222954,43.589170719849065,104,104,0.1902011034110245,0.0,0.0,,,,,,,,
105,20260609,20260611,001215.SZ,千味央厨,42.32,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,41.575699578410344,43.642613443029006,45.1395378457632,46.687806164242176,49.00886569776866,105,105,0.0885620332930786,0.0,0.0,,,,,,,,
106,20260609,20260611,301428.SZ,世纪恒通,40.07,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,39.365271316325675,41.322294911677034,42.73963330528666,44.205585845963704,46.40324311223039,106,106,0.1226698386108619,0.0,0.0,,,,,,,,
107,20260609,20260611,002747.SZ,埃斯顿,37.53,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,36.869943411572315,38.702913102950816,40.0304077351487,41.4034349088849,43.461784726778305,107,107,0.3057827633649405,0.0,0.0,,,,,,,,
108,20260609,20260611,600176.SH,中国巨石,39.12,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,38.43197938344547,40.3426048651062,41.72634027708545,43.15753726713501,45.30309135389201,108,108,0.2048059817120107,0.0,0.0,,,,,,,,
109,20260609,20260611,603260.SH,合盛硅业,39.33,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06662424021179573,0.06662424021179573,up,high,1.0,ehx:model_v1,-0.017743935711592787,0.030774258033920164,0.06449874554509129,0.0982232330562624,0.14674142680177624,38.63828602124005,40.55916792803239,41.95033136752993,43.389211163507674,45.54628279520892,109,109,0.0947286730456804,0.0,0.0,,,,,,,,
110,20260609,20260611,000029.SZ,深深房Ａ,24.54,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06649620002138658,0.06649620002138658,up,high,1.0,ehx:model_v1,-0.017863985370438068,0.030654208375074883,0.064378695886246,0.09810318339741714,0.14662137714293094,24.105510213149127,25.303902874691676,26.17181674852483,27.069499725413827,28.41524555430191,110,110,0.187299023361331,0.0,0.0,,,,,,,,
111,20260609,20260611,920357.BJ,雅葆轩,24.41,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06649620002138658,0.06649620002138658,up,high,1.0,ehx:model_v1,-0.017863985370438068,0.030654208375074883,0.064378695886246,0.09810318339741714,0.14662137714293094,23.97781191128648,25.169856119446774,26.03317224252205,26.92609976761824,28.264716543623052,111,111,0.1058008972483721,0.0,0.0,,,,,,,,
112,20260609,20260611,688596.SH,正帆科技,45.53,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06619415821447108,0.06619415821447108,up,high,1.0,ehx:model_v1,-0.018147234936197576,0.030370958809315375,0.0640954463204865,0.09781993383165763,0.14633812757717146,44.71120826672556,46.93400228360212,48.54382002350487,50.208853876025636,52.70496042998154,112,112,0.0980407791983865,0.0,0.0,,,,,,,,
113,20260609,20260611,603039.SH,泛微网络,45.27,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06619415821447108,0.06619415821447108,up,high,1.0,ehx:model_v1,-0.018147234936197576,0.030370958809315375,0.0640954463204865,0.09781993383165763,0.14633812757717146,44.45588399373307,46.665984699729144,48.26660954236911,49.92213518488207,52.40398767110179,113,113,0.0831940928039784,0.0,0.0,,,,,,,,
114,20260609,20260611,000681.SZ,视觉中国,24.75,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.06509537956518316,0.06509537956518316,up,high,1.0,ehx:model_v1,-0.019178327828231437,0.029339865917281514,0.06306435342845264,0.09678884093962375,0.1453070346851376,24.27985905489183,25.486919376676596,26.361110644238284,27.26528632698121,28.62076558297671,114,114,0.1755718229310968,0.0,0.0,,,,,,,,
115,20260609,20260611,000048.SZ,京基智农,16.21,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.05919898561633955,0.05919898561633955,up,high,1.0,ehx:model_v1,-0.024729732745037127,0.023788461000475825,0.05751294851164695,0.09123743602281807,0.1397556297683319,15.814047115571377,16.600234084650804,17.169615556840863,17.758526588627507,18.641382323911262,115,115,0.0550174414439703,0.0,0.0,,,,,,,,
116,20260609,20260611,000811.SZ,冰轮环境,32.14,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.05868853212801096,0.05868853212801096,up,high,1.0,ehx:model_v1,-0.025211772979880614,0.023306420765632337,0.05703090827680346,0.09075539578797459,0.1392735895334884,31.33982294208665,32.89786562592715,34.026249422594276,35.19333633778765,36.94295439728835,116,116,0.0869973199969311,0.0,0.0,,,,,,,,
117,20260609,20260611,688478.SH,晶升股份,65.22,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.055973236290749934,0.055973236290749934,up,high,1.0,ehx:model_v1,-0.027779840715427946,0.020738353030085005,0.05446284054125613,0.08818732805242725,0.13670552179794107,63.433133138794645,66.58667772590388,68.8705744708827,71.2328079720997,74.77410925881841,117,117,0.0276122840497359,0.0,0.0,,,,,,,,
118,20260609,20260611,002993.SZ,奥海科技,65.45,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.055973236290749934,0.055973236290749934,up,high,1.0,ehx:model_v1,-0.027779840715427946,0.020738353030085005,0.05446284054125613,0.08818732805242725,0.13670552179794107,63.65683170705473,66.82149734989895,69.11344831522959,71.48401229337513,75.03780206975874,118,118,0.1267758673398724,0.0,0.0,,,,,,,,
119,20260609,20260611,002080.SZ,中材科技,64.68,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.055973236290749934,0.055973236290749934,up,high,1.0,ehx:model_v1,-0.027779840715427946,0.020738353030085005,0.05446284054125613,0.08818732805242725,0.13670552179794107,62.907927804618794,66.03536208695897,68.30034892328571,70.64302391345308,74.15500439834982,119,119,0.2408381954218839,0.0,0.0,,,,,,,,
120,20260609,20260611,002970.SZ,锐明技术,66.83,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.055973236290749934,0.055973236290749934,up,high,1.0,ehx:model_v1,-0.027779840715427946,0.020738353030085005,0.05446284054125613,0.08818732805242725,0.13670552179794107,64.99902311661523,68.23041509386931,70.57069138131081,72.99123822102766,76.6199589354007,120,120,0.1506236821686833,0.0,0.0,,,,,,,,
121,20260609,20260611,603211.SH,晋拓股份,31.43,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.05416869441059813,0.05416869441059813,up,high,1.0,ehx:model_v1,-0.02949019232144963,0.019028001424063322,0.052752488935234446,0.08647697644640556,0.1349951701919194,30.516656780355166,32.03377619483832,33.1325220653251,34.268954485176806,35.97261739090409,121,121,0.2756314550756478,0.0,0.0,,,,,,,,
122,20260609,20260611,002976.SZ,瑞玛精密,31.27,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.05416869441059813,0.05416869441059813,up,high,1.0,ehx:model_v1,-0.02949019232144963,0.019028001424063322,0.052752488935234446,0.08647697644640556,0.1349951701919194,30.361306316312636,31.870702564829593,32.9638550742194,34.09450228289783,35.78949238986862,122,122,0.2501813009455152,0.0,0.0,,,,,,,,
123,20260609,20260611,688126.SH,沪硅产业,31.73,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.05416869441059813,0.05416869441059813,up,high,1.0,ehx:model_v1,-0.02949019232144963,0.019028001424063322,0.052752488935234446,0.08647697644640556,0.1349951701919194,30.80793890043492,32.33953925110467,33.44877267364828,34.596052364449896,36.315976767845584,123,123,0.0258172331661019,0.0,0.0,,,,,,,,
124,20260609,20260611,002669.SZ,康达新材,17.39,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0541448259264746,0.0541448259264746,up,high,1.0,ehx:model_v1,-0.029512834574505743,0.019005359171007208,0.05272984668217833,0.08645433419334946,0.13497252793886327,16.88427125835228,17.72366385334767,18.331578522861392,18.9603444254197,19.902947897357333,124,124,0.1245052107431942,0.0,0.0,,,,,,,,
125,20260609,20260611,001696.SZ,宗申动力,17.55,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0541448259264746,0.0541448259264746,up,high,1.0,ehx:model_v1,-0.029512834574505743,0.019005359171007208,0.05272984668217833,0.08645433419334946,0.13497252793886327,17.039618204950116,17.8867337910438,18.500241695009628,19.134792677752486,20.086068752077125,125,125,0.1799765872022597,0.0,0.0,,,,,,,,
126,20260609,20260611,002771.SZ,真视通,16.92,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0541448259264746,0.0541448259264746,up,high,1.0,ehx:model_v1,-0.029512834574505743,0.019005359171007208,0.05272984668217833,0.08645433419334946,0.13497252793886327,16.42793960272114,17.244645911365303,17.83613045467595,18.44790268419214,19.36503038661795,126,126,0.0757944688080136,0.0,0.0,,,,,,,,
127,20260609,20260611,300221.SZ,银禧科技,16.93,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0541448259264746,0.0541448259264746,up,high,1.0,ehx:model_v1,-0.029512834574505743,0.019005359171007208,0.05272984668217833,0.08645433419334946,0.13497252793886327,16.4376487868835,17.25483778247131,17.846671902935213,18.458805699962937,19.376475440037932,127,127,0.0244375785964252,0.0,0.0,,,,,,,,
128,20260609,20260611,002837.SZ,英维克,69.72,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.053738664289266144,0.053738664289266144,up,high,1.0,ehx:model_v1,-0.029898208475976525,0.018619985269536427,0.05234447278070755,0.08606896029187867,0.1345871540373925,67.66635010935369,71.03034683406042,73.46665967424764,75.98653708253597,79.7641674919546,128,128,0.0833080359441916,0.0,0.0,,,,,,,,
129,20260609,20260611,002254.SZ,泰和新材,18.79,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.04922030005565647,0.04922030005565647,up,high,1.0,ehx:model_v1,-0.034195364305504954,0.014322829440007998,0.04804731695117912,0.08177180446235024,0.13028999820786408,18.1583307359164,19.06106252244024,19.714849438045782,20.391060986617816,21.40479177395042,129,129,0.032051723129527,0.0,0.0,,,,,,,,
130,20260609,20260611,603002.SH,宏昌电子,16.59,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.04863033065997528,0.04863033065997528,up,high,1.0,ehx:model_v1,-0.0347578156093264,0.013760378136186552,0.047484865647357676,0.0812093531585288,0.12972754690404262,16.023273972685853,16.819862544052327,17.39677718564899,17.993479771577352,18.88801607979914,130,130,0.0898909283516912,0.0,0.0,,,,,,,,
