rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date,low_T_actual,entry_price_proxy,entry_price_proxy_type,t_fill_proxy,t1_verify_ready,label_matured,t1_verify_reason
11,20260707,20260707,20260708,20260709,001365.SZ,天海电子,1→2,汽车零部件,43.46,TOP20,0,1,TOP20,只观察不追,≤43.89,只观察不追,≤43.89,冲高至46.52附近优先兑现；强势放量再看48.55；弱于42.81止损,冲高至46.52附近优先兑现；强势放量再看48.55；弱于42.81止损,只观察不追,≤43.89,只观察不追,≤43.89,冲高至46.52附近优先兑现；强势放量再看48.55；弱于42.81止损,冲高至46.52附近优先兑现；强势放量再看48.55；弱于42.81止损,0.420296,0.420296,54.1465,54.1465,0.812386,0.812386,63.8223,63.8223,0.280654,38.0257,0.672098,45.8826,0.711422379130572,0.9414946504488692,0.6666940437082793,0.6489364233611302,0.8550811822577217,0.8191236388091777,0.8306882572974198,0.197931853360471,0.2841401949780056,0.0691468811857743,0.1000818523917528,0.0044514195116794,0.0682350038512078,0.752417110257624,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.550882,0.420296,historical_bin_blend_v1,47.3568,77.7304,59.1546,88.5967,56.7754,56.7754,19,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.784116,0.648542,0.648936,0.746102,0.241208,0.13457,62.7608,9.9238,60.65,74.65,0.292,0.0,88.8892,88.8892,0.139583,44.4801,86.7201,57.4903,72.7768,50.698,0.50698,1,0,ELIGIBLE,ok,professional_score_rule_guarded,11,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8593521322305946,0.8593521322305946,,0.0681300630464818,0.0,0.0705045325053978,0.0705045325053978,up,high,,,,,,,,,,44.86,47.81,47.81,47.81,1,1,1,1,0.0322135296824666,0.10009203865623562,0.10009203865623562,1,45.89,51.99,45.89,47.34,0.02296032099866263,0.02296032099866263,0.055283102987071064,0.15893892108782892,1,1,1,0,0,0,ok,20260708,20260707,43.1,44.86,t_open_daily_proxy,0,1,1,ok
12,20260707,20260707,20260708,20260709,001206.SZ,依依股份,1→2,个护用品,19.54,TOP20,0,1,TOP20,只观察不追,≤19.74,只观察不追,≤19.74,冲高至20.93附近优先兑现；强势放量再看21.95；弱于19.25止损,冲高至20.93附近优先兑现；强势放量再看21.95；弱于19.25止损,只观察不追,≤19.74,只观察不追,≤19.74,冲高至20.93附近优先兑现；强势放量再看21.95；弱于19.25止损,冲高至20.93附近优先兑现；强势放量再看21.95；弱于19.25止损,0.437864,0.437864,53.1759,53.1759,0.731779,0.731779,59.1917,59.1917,0.165945,35.1905,0.661779,40.3584,0.6792422723306817,0.978287883970054,0.7913198435681129,0.6516608889556937,0.7740249856277178,0.7408402716382184,0.6948390357858126,0.2980767079538202,0.3140346186943685,0.0603478484462977,0.0979067995693286,0.0097749640986235,0.0633646900484875,0.7200158662690876,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.603707,0.437864,historical_bin_blend_v1,48.5737,74.0866,46.451,88.9006,54.1932,54.1932,20,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.717069,0.66615,0.651661,0.700709,0.291534,0.155051,69.8594,9.9238,60.65,74.65,0.292,0.0,88.9586,88.9586,0.153147,57.851,77.4208,57.8673,69.9993,49.9092,0.499092,1,0,ELIGIBLE,ok,professional_score_rule_guarded,12,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8348465755806531,0.8348465755806531,,0.0687852252841989,0.0,0.0712061164509587,0.0712061164509587,up,high,,,,,,,,,,19.82,21.24,20.63,21.49,1,0,0,1,0.014329580348004134,0.08700102354145334,0.05578300921187318,1,19.97,21.99,19.56,20.23,0.007568113017154321,-0.01311806256306769,0.0206861755802219,0.10948536831483335,1,1,1,0,0,0,ok,20260708,20260707,19.21,19.82,t_open_daily_proxy,0,1,1,ok
13,20260707,20260707,20260708,20260709,002951.SZ,金时科技,1→2,其他电源,14.84,TOP20,0,1,TOP20,只观察不追,≤14.99,只观察不追,≤14.99,冲高至15.85附近优先兑现；强势放量再看16.53；弱于14.62止损,冲高至15.85附近优先兑现；强势放量再看16.53；弱于14.62止损,只观察不追,≤14.99,只观察不追,≤14.99,冲高至15.85附近优先兑现；强势放量再看16.53；弱于14.62止损,冲高至15.85附近优先兑现；强势放量再看16.53；弱于14.62止损,0.44564,0.44564,60.5208,60.5208,0.725485,0.725485,61.5066,61.5066,0.275934,47.7023,0.700331,48.7397,0.7798980981123751,0.9684049968532112,0.7244201582493727,0.6906638477245237,0.7503821393793554,0.6177690896451535,0.6908349930917067,0.3830435464912177,0.3839135268559297,0.0614942007196351,0.103496087546971,0.0209767725873654,0.0571649412504379,0.7109916724628109,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.589874,0.44564,historical_bin_blend_v1,50.5701,74.8381,55.7064,87.6762,57.513,57.513,15,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.740721,0.680223,0.690664,0.685512,0.344512,0.184555,55.1637,9.9238,60.65,74.65,0.292,0.0,88.4005,88.4005,0.169174,70.9667,69.7034,58.4449,69.2225,45.2129,0.452129,1,0,ELIGIBLE,ok,professional_score_rule_guarded,15,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8548060783215929,0.8548060783215929,,0.0658756096226397,0.0,0.0680938483055139,0.0680938483055139,up,high,,,,,,,,,,14.7,16.32,16.32,16.32,1,1,1,1,-0.009433962264150941,0.09973045822102433,0.09973045822102433,1,16.43,17.12,14.69,15.8,0.1176870748299319,-0.0006802721088434716,0.0748299319727892,0.1646258503401361,1,1,1,0,0,0,ok,20260708,20260707,13.86,14.7,t_open_daily_proxy,1,1,1,ok
14,20260707,20260707,20260708,20260709,603137.SH,恒尚节能,6→7,装修装饰,20.83,TOP20,0,1,TOP20,限价竞价,≤21.52,限价竞价,≤21.52,冲高至22.34附近优先兑现；强势放量再看23.40；弱于20.52止损,冲高至22.34附近优先兑现；强势放量再看23.40；弱于20.52止损,限价竞价,≤21.52,限价竞价,≤21.52,冲高至22.34附近优先兑现；强势放量再看23.40；弱于20.52止损,冲高至22.34附近优先兑现；强势放量再看23.40；弱于20.52止损,0.548019,0.548019,67.2045,67.2045,0.734937,0.734937,66.8236,66.8236,0.825376,71.6704,0.755262,75.9523,0.6825997086935169,0.9786290542315272,0.7508046250447374,0.6422730859478266,0.7408070409088615,0.6271468196802115,0.7057619276719015,0.3188205876334584,0.3636531842038487,0.0534951939881012,0.0989653827894295,-0.0079528393837555,0.0481746257804086,0.6934423998413887,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.773176,0.548019,historical_bin_blend_v1,57.7387,64.2926,73.05,62.47,62.4082,62.4082,8,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.720283,0.702521,0.642273,0.655252,0.307481,0.17146,76.1978,9.9238,60.65,74.65,0.292,0.0,74.3942,74.3942,0.183628,32.9835,47.3843,61.7023,60.7763,44.5948,0.445948,1,0,ELIGIBLE,ok,professional_score_rule_guarded,16,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8480410348948745,0.8480410348948745,,0.070158528679011,0.0,0.0726782180369164,0.0726782180369164,up,high,,,,,,,,,,22.91,22.91,22.91,22.91,1,1,1,1,0.09985597695631321,0.09985597695631321,0.09985597695631321,1,24.21,25.2,24.1,25.2,0.056743780008729816,0.05194238323876044,0.09995635093845467,0.09995635093845467,1,1,1,0,0,0,ok,20260708,20260707,22.8,22.91,t_open_daily_proxy,0,1,1,ok
15,20260707,20260707,20260708,20260709,600793.SH,宜宾纸业,5→6,造纸,19.37,TOP20,0,1,TOP20,限价竞价,≤19.97,限价竞价,≤19.97,冲高至20.75附近优先兑现；强势放量再看22.02；弱于19.08止损,冲高至20.75附近优先兑现；强势放量再看22.02；弱于19.08止损,限价竞价,≤19.97,限价竞价,≤19.97,冲高至20.75附近优先兑现；强势放量再看22.02；弱于19.08止损,冲高至20.75附近优先兑现；强势放量再看22.02；弱于19.08止损,0.531995,0.531995,70.1287,70.1287,0.714821,0.714821,66.4589,66.4589,0.723635,63.8909,0.634777,69.1248,0.7401716763070431,0.9818115078345157,0.7591908390506499,0.7428715381629153,0.767239997246484,0.6154609230654986,0.6635339795513535,0.3413058263126313,0.4239324978249494,0.0623093255462365,0.1037798671608529,-0.0297263679468841,0.044550610824388,0.7150296236243995,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.748524,0.531995,historical_bin_blend_v1,58.6882,59.778,73.5924,88.2695,65.6374,65.6374,4,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.721919,0.733859,0.742872,0.594199,0.348355,0.200938,69.8594,9.9238,60.65,74.65,0.292,0.0,88.3823,88.3823,0.17747,8.9056,42.3879,64.0643,56.2205,44.4558,0.444558,1,0,ELIGIBLE,ok,professional_score_rule_guarded,17,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.7828769379041881,0.7828769379041881,,0.0687852252841989,0.0,0.0712061164509587,0.0712061164509587,up,high,,,,,,,,,,19.0,19.4,18.41,21.31,0,0,0,1,-0.019101703665462155,0.0015487867836860847,-0.0495611770779556,0,17.5,18.25,16.57,16.67,-0.07894736842105265,-0.12789473684210528,-0.12263157894736831,-0.03947368421052633,0,0,0,1,1,1,ok,20260708,20260707,17.65,19.0,t_open_daily_proxy,1,1,1,ok
16,20260707,20260707,20260708,20260709,605399.SH,晨光新材,1→2,化学制品,14.51,TOP20,0,1,TOP20,只观察不追,≤14.66,只观察不追,≤14.66,冲高至15.50附近优先兑现；强势放量再看16.20；弱于14.29止损,冲高至15.50附近优先兑现；强势放量再看16.20；弱于14.29止损,只观察不追,≤14.66,只观察不追,≤14.66,冲高至15.50附近优先兑现；强势放量再看16.20；弱于14.29止损,冲高至15.50附近优先兑现；强势放量再看16.20；弱于14.29止损,0.479925,0.479925,69.5053,69.5053,0.751222,0.751222,68.4723,68.4723,0.474679,56.5434,0.720418,59.4878,0.8408104325744653,0.9864716058940096,0.7514459042141914,0.7814651001368094,0.7820304883879302,0.8167162638272708,0.70808686478305,0.3951872448673277,0.3966660660114805,0.0706062270835766,0.1135635140693312,0.0021668155358356,0.0506254375953685,0.7770824749105859,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.668416,0.479925,historical_bin_blend_v1,55.5715,67.9427,75.6426,88.6532,64.9064,64.9064,6,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.776307,0.730312,0.781465,0.655031,0.355052,0.191154,55.1637,9.9238,60.65,74.65,0.292,0.0,88.8817,88.8817,0.172523,37.9047,54.0082,62.6223,63.5537,44.1953,0.441953,1,0,ELIGIBLE,ok,professional_score_rule_guarded,18,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8415148869914593,0.8415148869914593,,0.0658756096226397,0.0,0.0680938483055139,0.0680938483055139,up,high,,,,,,,,,,14.47,14.68,14.09,15.96,0,0,0,1,-0.002756719503790417,0.011716057891109521,-0.0289455547898001,0,14.2,14.2,13.65,14.1,-0.018659295093296557,-0.05666897028334483,-0.02557014512785083,-0.018659295093296557,0,0,0,1,1,0,ok,20260708,20260707,13.99,14.47,t_open_daily_proxy,1,1,1,ok
17,20260707,20260707,20260708,20260709,001229.SZ,魅视科技,1→2,计算机设,38.82,TOP20,0,1,TOP20,只观察不追,≤39.21,只观察不追,≤39.21,冲高至41.42附近优先兑现；强势放量再看43.74；弱于38.24止损,冲高至41.42附近优先兑现；强势放量再看43.74；弱于38.24止损,只观察不追,≤39.21,只观察不追,≤39.21,冲高至41.42附近优先兑现；强势放量再看43.74；弱于38.24止损,冲高至41.42附近优先兑现；强势放量再看43.74；弱于38.24止损,0.438614,0.438614,59.6849,59.6849,0.801299,0.801299,63.8197,63.8197,0.266825,46.1563,0.683071,46.9677,0.7096574069008669,0.9675977851226044,0.7497342600056405,0.687039382254277,0.8519843709157912,0.7796390073876526,0.7843725810881484,0.2739793701279902,0.3103758142916817,0.0612144180865235,0.1048868805343003,-0.0166259505003294,0.0641475777588884,0.7579185903839674,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.604861,0.438614,historical_bin_blend_v1,49.9154,71.2075,61.2655,80.5643,57.4568,57.4568,16,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.775639,0.676163,0.687039,0.668938,0.314621,0.160344,48.8924,9.9238,60.65,74.65,0.292,0.0,84.2354,84.2354,0.158468,18.6356,79.6188,58.4114,65.5018,43.3005,0.433005,1,0,ELIGIBLE,ok,professional_score_rule_guarded,19,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.788318723514376,0.788318723514376,,0.0647121672658402,0.0,0.066851905286006,0.066851905286006,up,high,,,,,,,,,,42.7,42.7,42.7,42.7,1,1,1,1,0.09994848016486357,0.09994848016486357,0.09994848016486357,1,46.89,46.89,40.0,45.47,0.09812646370023415,-0.06323185011709609,0.06487119437939093,0.09812646370023415,1,1,1,0,1,0,ok,20260708,20260707,42.7,42.7,t_open_daily_proxy,0,1,1,ok
18,20260707,20260707,20260708,20260709,001311.SZ,多利科技,1→2,汽车零部件,19.67,TOP20,0,1,TOP20,限价竞价,≤20.32,限价竞价,≤20.32,冲高至21.07附近优先兑现；强势放量再看22.06；弱于19.37止损,冲高至21.07附近优先兑现；强势放量再看22.06；弱于19.37止损,限价竞价,≤20.32,限价竞价,≤20.32,冲高至21.07附近优先兑现；强势放量再看22.06；弱于19.37止损,冲高至21.07附近优先兑现；强势放量再看22.06；弱于19.37止损,0.483179,0.483179,62.8899,62.8899,0.748663,0.748663,62.0675,62.0675,0.510541,61.0738,0.756526,62.2648,0.5689336833804607,0.962856095162574,0.7432301451983341,0.641006458859643,0.7668823619900604,0.6258129009983552,0.7022898663284296,0.3143002249903472,0.397453343350173,0.0617503441953071,0.0979806149445754,-0.0309645347980974,0.041944806092021,0.67418583264579,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.673423,0.483179,historical_bin_blend_v1,52.616,59.6365,59.5521,80.4559,57.8327,57.8327,13,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.698339,0.674306,0.641006,0.609047,0.330546,0.186252,69.8594,9.9238,60.65,74.65,0.292,0.0,84.328,84.328,0.167034,6.5747,37.6884,58.7961,55.0634,43.1085,0.431085,1,0,ELIGIBLE,ok,professional_score_rule_guarded,20,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8432588484392476,0.8432588484392476,,0.0687852252841989,0.0,0.0712061164509587,0.0712061164509587,up,high,,,,,,,,,,19.88,20.0,18.02,21.64,0,0,0,1,0.010676156583629748,0.01677681748856119,-0.0838840874428064,0,17.8,18.74,16.96,18.73,-0.1046277665995975,-0.1468812877263581,-0.057847082494969726,-0.057344064386317894,0,0,0,1,1,1,ok,20260708,20260707,17.79,19.88,t_open_daily_proxy,1,1,1,ok
19,20260707,20260707,20260708,20260709,605118.SH,力鼎光电,1→2,计算机设,38.08,TOP20,0,1,TOP20,限价竞价,≤39.40,限价竞价,≤39.40,冲高至40.63附近优先兑现；强势放量再看42.31；弱于37.51止损,冲高至40.63附近优先兑现；强势放量再看42.31；弱于37.51止损,限价竞价,≤39.40,限价竞价,≤39.40,冲高至40.63附近优先兑现；强势放量再看42.31；弱于37.51止损,冲高至40.63附近优先兑现；强势放量再看42.31；弱于37.51止损,0.512818,0.512818,69.3462,69.3462,0.801784,0.801784,69.566,69.566,0.640123,66.7492,0.727966,68.97,0.6774657436655455,0.951284139562321,0.7528336706956757,0.7107761617968255,0.837408165940084,0.8015728399376617,0.7824667393518775,0.3092721851507081,0.3141042625097255,0.0665458603620538,0.1046654382079959,-0.019270129285846,0.0561627990026611,0.7571287691657718,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.71902,0.512818,historical_bin_blend_v1,56.6515,68.1271,79.1835,90.1758,66.5729,66.5729,3,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.766975,0.706853,0.710776,0.655263,0.33059,0.16168,48.8924,9.9238,58.39,72.89,0.313,0.0,89.4938,89.4938,0.165416,13.925,65.4717,60.6717,62.8268,42.8734,0.428734,1,0,ELIGIBLE,ok,professional_score_rule_guarded,21,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.8587606560982894,0.8587606560982894,,0.0647121672658402,0.0,0.066851905286006,0.066851905286006,up,high,,,,,,,,,,37.75,38.59,36.71,41.89,0,0,0,1,-0.008665966386554591,0.013392857142857206,-0.035976890756302504,0,37.07,37.58,33.04,34.74,-0.018013245033112524,-0.12476821192052978,-0.07973509933774825,-0.0045033112582781865,0,0,0,1,1,1,ok,20260708,20260707,36.56,37.75,t_open_daily_proxy,1,1,1,ok
20,20260707,20260707,20260708,20260709,603861.SH,白云电器,2→3,电网设备,15.2,TOP20,0,1,TOP20,只观察不追,≤15.35,只观察不追,≤15.35,冲高至16.18附近优先兑现；强势放量再看17.29；弱于14.97止损,冲高至16.18附近优先兑现；强势放量再看17.29；弱于14.97止损,只观察不追,≤15.35,只观察不追,≤15.35,冲高至16.18附近优先兑现；强势放量再看17.29；弱于14.97止损,冲高至16.18附近优先兑现；强势放量再看17.29；弱于14.97止损,0.428226,0.428226,58.7942,58.7942,0.692013,0.692013,57.4888,57.4888,0.117525,50.5864,0.584147,40.3823,0.706553832215922,0.9710765844501588,0.7540363561215271,0.6426614070814274,0.7568484493261781,0.6279062440335759,0.6356690891805243,0.3673857607254531,0.3723580013646309,0.0633167302864126,0.101097014369013,0.0231002283294076,0.0558797043575378,0.6867315339402398,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.563083,0.428226,historical_bin_blend_v1,48.2796,74.567,46.1856,89.3354,54.0377,54.0377,21,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.696084,0.657421,0.642661,0.650359,0.373831,0.192826,44.2119,9.9238,58.39,72.89,0.313,0.0,88.59,88.59,0.172051,75.5254,61.4498,55.929,67.6827,41.4601,0.414601,1,0,ELIGIBLE,ok,professional_score_rule_guarded,22,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.7356502827302495,0.7356502827302495,,0.0623275104111582,0.0,0.0643108605411758,0.0643108605411758,up,high,,,,,,,,,,15.3,16.0,13.68,16.72,0,0,0,1,0.00657894736842124,0.05263157894736836,-0.09999999999999998,1,13.03,13.68,12.75,13.51,-0.14836601307189545,-0.16666666666666674,-0.11699346405228761,-0.10588235294117654,0,0,0,1,1,1,ok,20260708,20260707,13.68,15.3,t_open_daily_proxy,1,1,1,ok
21,20260707,20260707,20260708,20260709,603356.SH,华菱精工,1→2,专用设备,17.93,FULL,0,0,Outside TOP20,只观察不追,≤18.11,只观察不追,≤18.11,冲高至19.02附近优先兑现；强势放量再看19.94；弱于17.66止损,冲高至19.02附近优先兑现；强势放量再看19.94；弱于17.66止损,只观察不追,≤18.11,只观察不追,≤18.11,冲高至19.02附近优先兑现；强势放量再看19.94；弱于17.66止损,冲高至19.02附近优先兑现；强势放量再看19.94；弱于17.66止损,0.417736,0.417736,54.8312,54.8312,0.727942,0.727942,58.8706,58.8706,0.122368,38.0044,0.618013,37.8954,0.684983693362942,0.9786155109546882,0.7289047234685297,0.6604912953148444,0.779774515183451,0.7557071006411915,0.7018543457212283,0.3385984049939988,0.3568880652072384,0.057760842882087,0.0983951328367683,0.008558016504394,0.0622721323253643,0.7155168176397356,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.546944,0.417736,historical_bin_blend_v1,47.449,73.5206,46.2321,85.0145,53.0207,53.0207,24,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.715914,0.662174,0.660491,0.660068,0.360486,0.181825,41.1756,9.9238,60.65,74.65,0.292,0.0,86.8157,86.8157,0.171449,55.5264,75.1324,55.2492,67.6907,40.5345,0.405345,1,0,ELIGIBLE,ok,professional_score_rule_guarded,23,5515.0,0.1251133272892112,-0.02651332815676,-0.0291095890410958,48.0,0.0087035358114233,118.0,0.0213961922030825,2598462597.9926395,0.0992384406165004,0.7997853813196482,0.7997853813196482,,0.0588858426098651,0.0,0.060654152318857,0.060654152318857,up,high,,,,,,,,,,16.43,17.84,16.96,19.72,0,0,0,1,-0.08365867261572779,-0.005019520356943641,-0.05409927495817057,0,17.02,17.38,16.25,16.56,0.03590992087644551,-0.010955569080949412,0.00791235544735236,0.05782105903834456,1,1,1,0,0,0,ok,20260708,20260707,16.43,16.43,t_open_daily_proxy,1,1,1,ok
